From File,To File
camera_hdf/interfaces/hdi_ipc/client/operator/dstream_operator_proxy.cpp,hdf_log.h
camera_hdf/interfaces/hdi_ipc/client/operator/dstream_operator_proxy.cpp,ioffline_stream_operator.h
camera_hdf/interfaces/hdi_ipc/client/operator/dstream_operator_proxy.cpp,istream_operator_callback.h
camera_hdf/interfaces/hdi_ipc/client/operator/dstream_operator_proxy.cpp,message_parcel.h
camera_hdf/interfaces/hdi_ipc/client/operator/dstream_operator_proxy.cpp,metadata_utils.h
camera_hdf/interfaces/hdi_ipc/client/operator/dstream_operator_proxy.h,iremote_proxy.h
camera_hdf/interfaces/hdi_ipc/client/operator/dstream_operator_proxy.h,istream_operator.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback.cpp,camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback.cpp,camera_hdf/interfaces/include/types.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback.cpp,distributed_hardware_log.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback.h,camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.cpp,camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.cpp,camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.cpp,camera_hdf/interfaces/hdi_ipc/ipc_data_utils.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.cpp,camera_hdf/interfaces/include/idistributed_camera_provider_callback.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.cpp,camera_hdf/interfaces/include/types.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.cpp,distributed_hardware_log.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.cpp,hdf_base.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.h,camera_hdf/interfaces/include/idistributed_camera_provider_callback.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.h,iremote_stub.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.h,message_parcel.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_callback_stub.h,parcel.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,buffer_handle_parcel.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,buffer_handle_utils.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,camera_hdf/interfaces/hdi_ipc/ipc_data_utils.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,camera_hdf/interfaces/include/types.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,distributed_hardware_log.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,hdf_base.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,iservmgr_hdi.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,message_parcel.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.cpp,sys/mman.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.h,buffer_handle.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.h,camera_hdf/interfaces/include/idistributed_camera_provider.h
camera_hdf/interfaces/hdi_ipc/client/provider/dcamera_provider_proxy.h,iremote_proxy.h
camera_hdf/interfaces/hdi_ipc/config/host/dcamera_host_config.cpp,camera_hdf/interfaces/hdi_ipc/server/host/dcamera_host_stub.h
camera_hdf/interfaces/hdi_ipc/config/host/dcamera_host_config.cpp,hdf_base.h
camera_hdf/interfaces/hdi_ipc/config/host/dcamera_host_config.cpp,hdf_device_desc.h
camera_hdf/interfaces/hdi_ipc/config/host/dcamera_host_config.cpp,hdf_log.h
camera_hdf/interfaces/hdi_ipc/config/host/dcamera_host_config.cpp,osal_mem.h
camera_hdf/interfaces/hdi_ipc/config/provider/dcamera_provider_config.cpp,camera_hdf/interfaces/hdi_ipc/server/provider/dcamera_provider_stub.cpp
camera_hdf/interfaces/hdi_ipc/config/provider/dcamera_provider_config.cpp,camera_hdf/interfaces/hdi_ipc/server/provider/dcamera_provider_stub.h
camera_hdf/interfaces/hdi_ipc/config/provider/dcamera_provider_config.cpp,hdf_base.h
camera_hdf/interfaces/hdi_ipc/config/provider/dcamera_provider_config.cpp,hdf_device_desc.h
camera_hdf/interfaces/hdi_ipc/config/provider/dcamera_provider_config.cpp,hdf_log.h
camera_hdf/interfaces/hdi_ipc/config/provider/dcamera_provider_config.cpp,osal_mem.h
camera_hdf/interfaces/hdi_ipc/ipc_data_utils.h,camera_metadata_info.h
camera_hdf/interfaces/hdi_ipc/ipc_data_utils.h,drivers/peripheral/camera/interfaces/include/types.h
camera_hdf/interfaces/hdi_ipc/ipc_data_utils.h,foundation/distributedhardware/distributedcamera/camera_hdf/interfaces/include/types.h
camera_hdf/interfaces/hdi_ipc/ipc_data_utils.h,iservmgr_hdi.h
